"file","context","test","nb","failed","skipped","error","warning","user","system","real","passed"
"test-exact-gc-transport.R","exact-gc-transport","Ring4096 residues use canonical dynamic containers",4,0,FALSE,FALSE,0,0.0120000000000005,0,0.0139999999999958,4
"test-exact-gc-transport.R","exact-gc-transport","exact multiplication planner covers its full dynamic domain",24,0,FALSE,FALSE,0,0.515000000000001,0.0739999999999998,14.391,24
"test-exact-gc-transport.R","exact-gc-transport","the dynamic capability rejects an old Ring512 helper",1,0,FALSE,FALSE,0,0.00600000000000023,0,0.007000000000005,1
"test-exact-gc-transport.R","exact-gc-transport","dynamic exact truncation and count guard complete over opaque spools",1196,0,FALSE,FALSE,0,58.759,12.891,105.073,1196
"test-exact-gc-transport.R","exact-gc-transport","exact spool retries are byte-exact and conflicting overlap is fatal",3,0,FALSE,FALSE,0,0.0180000000000007,0.00699999999999967,0.02800000000002,3
"test-exact-gc-transport.R","exact-gc-transport","segmented exact spool reclaims bytes without changing absolute offsets",19,0,FALSE,FALSE,0,0.054000000000002,0.0149999999999988,0.0829999999999984,19
"test-exact-gc-transport.R","exact-gc-transport","segmented exact spool fails closed on capacity and content damage",15,0,FALSE,FALSE,0,0.0320000000000107,0.00700000000000145,0.0440000000000111,15
"test-exact-gc-transport.R","exact-gc-transport","exact transport TTL is a progress lease, not an absolute lifetime",14,0,FALSE,FALSE,0,0.0389999999999873,0.0129999999999999,0.063999999999993,14
"test-exact-gc-transport.R","exact-gc-transport","worker heartbeats are bound to nonce, protocol session and PID",8,0,FALSE,FALSE,0,0.0380000000000109,0.00699999999999967,0.054000000000002,8
"test-exact-gc-transport.R","exact-gc-transport","exact exchange accepts only one peer-bound scalar v3 route",8,0,FALSE,FALSE,0,0.0389999999999873,0,0.0449999999999875,8
"test-exact-gc-transport.R","exact-gc-transport","scalar exact route removes the redundant outer base64 layer",4,0,FALSE,FALSE,0,0.146999999999991,0.0150000000000006,0.168000000000006,4
"test-exact-gc-transport.R","exact-gc-transport","the default exact chunk fits the portable DSLite scalar limit",4,0,FALSE,FALSE,0,0.116000000000014,0.00199999999999889,0.119,4
"test-exact-gc-transport.R","exact-gc-transport","fixed exact coalescing preserves fragments, hashes and terminal progress",12,0,FALSE,FALSE,0,0.0349999999999966,0,0.0889999999999986,12
"test-exact-gc-transport.R","exact-gc-transport","typed worker failure is fail-closed and retry keeps the logical id",19,0,FALSE,FALSE,0,0.063999999999993,0.00699999999999967,0.102000000000004,19
"test-exact-gc-transport.R","exact-gc-transport","exact-specific transport binds exactly two signed pinned peers",38,0,FALSE,FALSE,0,12.907,0.447000000000001,16.152,38
"test-exact-gc-transport.R","exact-gc-transport","analysis-bound Count binding is K-generic and execution-free",11,0,FALSE,FALSE,0,1.71300000000002,0.052999999999999,1.90899999999999,11
"test-exact-gc-transport.R","exact-gc-transport","Frequency binding is K-generic and rejects role or pin substitution",24,0,FALSE,FALSE,0,0.120999999999981,0,0.146000000000015,24
"test-exact-gc-transport.R","exact-gc-transport","Frequency init, bind and cleanup use only resident authorization",28,0,FALSE,FALSE,0,0.13900000000001,0.0120000000000005,0.162000000000006,28
"test-exact-gc-transport.R","exact-gc-transport","dynamic residue records reject non-zero unused high bits",2,0,FALSE,FALSE,0,0.0109999999999957,0,0.01400000000001,2
"test-exact-gc-transport.R","exact-gc-transport","GLM manifests resolve only fixed producer-owned slots and bounds",22,0,FALSE,FALSE,0,0.0809999999999889,0.00300000000000011,0.0970000000000084,22
"test-exact-gc-transport.R","exact-gc-transport","Chisq exact product preparation is provenance-bound and replay exact",18,0,FALSE,FALSE,0,0.0680000000000121,0.000999999999999446,0.0760000000000218,18
"test-exact-gc-transport.R","exact-gc-transport","GLM softplus producer accepts only a fixed stage and session",8,0,FALSE,FALSE,0,0.0219999999999914,0.0080000000000009,0.0339999999999918,8
"test-exact-gc-transport.R","exact-gc-transport","Chisq count accumulation is fixed-order, one-shot and retry exact",21,0,FALSE,FALSE,0,0.0499999999999829,0.00300000000000011,0.0619999999999834,21
"test-exact-gc-transport.R","exact-gc-transport","checked vecmul contracts cover 4096/4097 and recompose 17 chunks",17,0,FALSE,FALSE,0,0.158000000000015,0.0129999999999999,0.177999999999997,17
"test-exact-gc-transport.R","exact-gc-transport","Gaussian one-draw stays internal and authority-bound",8,0,FALSE,FALSE,0,0.304999999999978,0.00600000000000023,0.346000000000004,8
