"file","context","test","nb","failed","skipped","error","warning","user","system","real","passed"
"test-documentation-release-claims.R","documentation-release-claims","no active frontdoor remains classified as quarantined",1,0,FALSE,FALSE,0,0.00100000000000122,0,0.00300000000000011,1
"test-documentation-release-claims.R","documentation-release-claims","no generated help topic remains classified as quarantined",1,0,FALSE,FALSE,0,0.00200000000000067,0.001,0.00300000000000011,1
"test-documentation-release-claims.R","documentation-release-claims","internal K2 GLM engine has no public help topic",2,0,FALSE,FALSE,0,0.00699999999999967,0.002,0.0129999999999999,2
"test-documentation-release-claims.R","documentation-release-claims","package description distinguishes readmitted scopes from retired variants",7,0,FALSE,FALSE,0,0.00900000000000034,0,0.0169999999999995,7
"test-documentation-release-claims.R","documentation-release-claims","no Roxygen or Rd topic remains in the zero-DSI quarantine",1,0,FALSE,FALSE,0,0.00100000000000122,0.001,0.00400000000000134,1
"test-documentation-release-claims.R","documentation-release-claims","MI help states its strict categorical MCAR scope",8,0,FALSE,FALSE,0,0.00799999999999912,0.003,0.0220000000000002,8
"test-documentation-release-claims.R","documentation-release-claims","GLM help documents the Synopsis route matrix instead of legacy MPC",20,0,FALSE,FALSE,0,0.0750000000000011,0.001,0.093,20
"test-documentation-release-claims.R","documentation-release-claims","GLMM help names the signed binary/Poisson moment and finite-grid scopes",17,0,FALSE,FALSE,0,0.043000000000001,0.003,0.0619999999999994,17
"test-documentation-release-claims.R","documentation-release-claims","multinomial help scopes Frequency and finite-grid routes",16,0,FALSE,FALSE,0,0.020999999999999,0,0.036999999999999,16
"test-documentation-release-claims.R","documentation-release-claims","historical joint names document the finite-grid compatibility boundary",26,0,FALSE,FALSE,0,0.0309999999999988,0.004,0.0630000000000006,26
"test-documentation-release-claims.R","documentation-release-claims","NB2 help limits Frequency post-processing to bounded y ~ 1 counts",14,0,FALSE,FALSE,0,0.0170000000000012,0,0.0250000000000004,14
"test-documentation-release-claims.R","documentation-release-claims","ordinal help requires an explicit order and limits output to thresholds",14,0,FALSE,FALSE,0,0.0139999999999993,0.003,0.0240000000000009,14
"test-documentation-release-claims.R","documentation-release-claims","discrete-hazard help limits the completed formal release",10,0,FALSE,FALSE,0,0.0120000000000005,0.001,0.0199999999999996,10
"test-documentation-release-claims.R","documentation-release-claims","Describe help matches the cold Synopsis execution and replay route",6,0,FALSE,FALSE,0,0.00900000000000034,0.003,0.0199999999999996,6
"test-documentation-release-claims.R","documentation-release-claims","security-status docs cannot promote sealed routes via top-level readiness",8,0,FALSE,FALSE,0,0.0120000000000005,0,0.0180000000000007,8
"test-documentation-release-claims.R","documentation-release-claims","alias help cannot imply that a name makes a route available",8,0,FALSE,FALSE,0,0.0109999999999992,0.004,0.0220000000000002,8
"test-documentation-release-claims.R","documentation-release-claims","rendered reference pages preserve the audited route contracts",12,0,FALSE,FALSE,0,0.0140000000000011,0.002,0.0269999999999992,12
"test-documentation-release-claims.R","documentation-release-claims","retired validation vignettes cannot become website evidence",42,0,FALSE,FALSE,0,0.0750000000000011,0.012,0.183,42
"test-documentation-release-claims.R","documentation-release-claims","Gaussian ownership claims match the implemented capsule registry",3,0,FALSE,FALSE,0,0.0169999999999995,0.003,0.0300000000000011,3
"test-documentation-release-claims.R","documentation-release-claims","categorical finite-grid documentation matches the admitted routes",8,0,FALSE,FALSE,0,0.0449999999999999,0.002,0.0590000000000011,8
"test-documentation-release-claims.R","documentation-release-claims","README maturity and numeric claims match the runtime registry",22,0,FALSE,FALSE,0,0.201000000000001,0.002,0.222999999999999,22
"test-documentation-release-claims.R","documentation-release-claims","formal GEE help states its narrow certified-reader contract",11,0,FALSE,FALSE,0,0.0150000000000006,0.002,0.0300000000000011,11
"test-documentation-release-claims.R","documentation-release-claims","the installed single-mode plan cannot describe a live dual profile",4,0,FALSE,FALSE,0,0.0109999999999992,0.001,0.0160000000000018,4
"test-documentation-release-claims.R","documentation-release-claims","installed Cox and LMM notes retain their exact release boundaries",9,0,FALSE,FALSE,0,0.016,0,0.0240000000000009,9
"test-documentation-release-claims.R","documentation-release-claims","installed legacy Cox and LMM experiments are marked archival",9,0,FALSE,FALSE,0,0.0140000000000011,0.005,0.0410000000000004,9
"test-documentation-release-claims.R","documentation-release-claims","installed and prominent historical scripts have no unsafe defaults",7,0,FALSE,FALSE,0,0.0329999999999995,0.002,0.0539999999999985,7
"test-documentation-release-claims.R","documentation-release-claims","repository validation vignettes are explicitly archival",1,0,TRUE,FALSE,0,0.00300000000000011,0,0.00400000000000134,0
"test-dp-alignment-mask-transport.R","dp-alignment-mask-transport","client alignment projects only the signed private suffix",5,0,FALSE,FALSE,0,0.048,0.001,0.0509999999999984,5
"test-dp-alignment-mask-transport.R","dp-alignment-mask-transport","private alignment gate uses one fixed K-aware transcript",51,0,FALSE,FALSE,0,0.479000000000001,0.0539999999999999,0.562999999999999,51
"test-dp-alignment-mask-transport.R","dp-alignment-mask-transport","all mismatch locations collapse to one terminal outcome",9,0,FALSE,FALSE,0,0.0149999999999988,0,0.0199999999999996,9
"test-dp-alignment-mask-transport.R","dp-alignment-mask-transport","alignment operation identifiers bind chunk geometry",3,0,FALSE,FALSE,0,0.00799999999999912,0,0.0109999999999992,3
"test-dp-analysis-contract.R","dp-analysis-contract","client validates fixed categorical Frequency contracts for K=2,3,5",17,0,FALSE,FALSE,0,2.229,0.002,2.244,17
"test-dp-analysis-contract.R","dp-analysis-contract","Frequency level metadata is capped before semantic sorting",3,0,FALSE,FALSE,0,0.104000000000001,0.002,0.108000000000001,3
"test-dp-analysis-contract.R","dp-analysis-contract","client Frequency identity is canonical and fully semantic",14,0,FALSE,FALSE,0,1.126,0.039,1.174,14
"test-dp-analysis-contract.R","dp-analysis-contract","client Frequency contracts fail closed on every bound dimension",52,0,FALSE,FALSE,0,1.374,0.0089999999999999,1.419,52
"test-dp-analysis-contract.R","dp-analysis-contract","client accepts only fail-closed canonical Count TV contracts",28,0,FALSE,FALSE,0,1.368,0.052,1.438,28
"test-dp-analysis-contract.R","dp-analysis-contract","client validates the server semantic artifact key for K=2,3,5",38,0,FALSE,FALSE,0,1.618,0.00600000000000001,1.654,38
"test-dp-capsule-manifest-client.R","dp-capsule-manifest-client","K=2 through K=5 relay the signed owner union without analyst metadata",72,0,FALSE,FALSE,0,2.906,0.128,3.078,72
"test-dp-capsule-manifest-client.R","dp-capsule-manifest-client","client accepts only the signed Gaussian fragment grammar",12,0,FALSE,FALSE,0,0.183999999999997,0.216,0.407,12
"test-dp-capsule-manifest-client.R","dp-capsule-manifest-client","draft tampering, owner conflicts and divergent builds are rejected",3,0,FALSE,FALSE,0,0.292999999999999,0.0330000000000001,0.327000000000002,3
"test-dp-capsule-manifest-client.R","dp-capsule-manifest-client","manifest bootstrap producers retry exact expressions without quota",9,0,FALSE,FALSE,0,0.362000000000002,0.00499999999999989,0.372,9
"test-dp-capsule-plan.R","dp-capsule-plan","capsule plan fans out every metadata phase for K=2,3,5",47,0,FALSE,FALSE,0,1.387,0.0109999999999999,1.426,47
"test-dp-capsule-plan.R","dp-capsule-plan","capsule plan fails closed on signatures, consensus, scope and layout",6,0,FALSE,FALSE,0,0.940000000000001,0.002,0.946999999999999,6
"test-dp-capsule-plan.R","dp-capsule-plan","capsule plan has a stable compact print contract",9,0,FALSE,FALSE,0,0.125,0.002,0.133000000000003,9
"test-dp-capsule-plan.R","dp-capsule-plan","public capsule plan is plug-and-play and hides transport injection",8,0,FALSE,FALSE,0,0.111000000000001,0.00100000000000011,0.119,8
"test-dp-capsule-plan.R","dp-capsule-plan","the public plan projects only an authenticated Synopsis bundle",7,0,FALSE,FALSE,0,0.0100000000000016,0.00099999999999989,0.0150000000000006,7
"test-dp-capsule-source-client-transport.R","dp-capsule-source-client-transport","source policy identity covers the lifetime-bound server common",5,0,FALSE,FALSE,0,0.137999999999998,0.00100000000000011,0.141000000000005,5
"test-dp-capsule-source-client-transport.R","dp-capsule-source-client-transport","source policy identity matches the server canonical golden",2,0,FALSE,FALSE,0,0.00499999999999901,0,0.00500000000000256,2
"test-dp-capsule-source-client-transport.R","dp-capsule-source-client-transport","source orchestration fails closed without both allocation openings",2,0,FALSE,FALSE,0,0.884,0.00099999999999989,0.885999999999996,2
"test-dp-capsule-source-client-transport.R","dp-capsule-source-client-transport","K=2 through K=5 source orchestration is sticky, ordered and redacted",36,0,FALSE,FALSE,0,4.949,0.251,5.222,36
"test-dp-capsule-source-client-transport.R","dp-capsule-source-client-transport","one bundle fetch and one parallel accept serve each owner chunk",25,0,FALSE,FALSE,0,0.507999999999996,0.00900000000000012,0.527999999999999,25
"test-dp-capsule-source-client-transport.R","dp-capsule-source-client-transport","byte windows of signed artifacts reduce calls without changing envelopes",27,0,FALSE,FALSE,0,26.323,0.097,26.445,27
"test-dp-capsule-source-client-transport.R","dp-capsule-source-client-transport","heterogeneous public node ceilings select a per-source window",16,0,FALSE,FALSE,0,27.91,0.0219999999999998,27.95,16
"test-dp-capsule-source-client-transport.R","dp-capsule-source-client-transport","effective W=1 negotiation preserves legacy artifacts exactly",9,0,FALSE,FALSE,0,8.42700000000001,0.0680000000000001,8.50399999999999,9
"test-dp-capsule-source-client-transport.R","dp-capsule-source-client-transport","an Armadillo-style old server declines sync without poisoning",9,0,FALSE,FALSE,0,1.212,0.00100000000000011,1.22,9
"test-dp-capsule-source-client-transport.R","dp-capsule-source-client-transport","a signed legacy 768 KiB capability falls back to scalar",3,0,FALSE,FALSE,0,0.635999999999996,0.00100000000000011,0.638999999999996,3
"test-dp-capsule-source-client-transport.R","dp-capsule-source-client-transport","mixed v1 and v2 recipients or sources stay scalar",4,0,FALSE,FALSE,0,1.33799999999999,0.00499999999999989,1.34599999999999,4
"test-dp-capsule-source-client-transport.R","dp-capsule-source-client-transport","optional negotiation expression oversize falls back to scalar",3,0,FALSE,FALSE,0,0.603999999999999,0.004,0.611000000000004,3
"test-dp-capsule-source-client-transport.R","dp-capsule-source-client-transport","optional negotiation preserves typed peer rejection evidence",2,0,FALSE,FALSE,0,0.144000000000005,0.00099999999999989,0.147000000000006,2
"test-dp-capsule-source-client-transport.R","dp-capsule-source-client-transport","optional negotiation never reuses a poisoned DSI session",2,0,FALSE,FALSE,0,0.00300000000000011,0.00100000000000011,0.00600000000000023,2
"test-dp-capsule-source-client-transport.R","dp-capsule-source-client-transport","an ambiguous sync transport failure poisons before Prepare",8,0,FALSE,FALSE,0,0.295000000000002,0.002,0.304000000000002,8
"test-dp-capsule-source-client-transport.R","dp-capsule-source-client-transport","a mixed old source is detected before protected Prepare",12,0,FALSE,FALSE,0,3.18599999999999,0,3.194,12
"test-dp-capsule-source-client-transport.R","dp-capsule-source-client-transport","a forged source capability fails before protected Prepare",2,0,FALSE,FALSE,0,0.188000000000002,0,0.189999999999998,2
"test-dp-capsule-source-client-transport.R","dp-capsule-source-client-transport","window downgrade, replay and malformed windows fail safely",7,0,FALSE,FALSE,0,3.081,0.0579999999999998,3.145,7
"test-dp-capsule-source-client-transport.R","dp-capsule-source-client-transport","tickets and summaries reject pin, recipient and source substitution",3,0,FALSE,FALSE,0,0.323999999999998,0.00300000000000011,0.329000000000008,3
"test-dp-capsule-source-client-transport.R","dp-capsule-source-client-transport","envelope signature, body, hash, recipient and order fail closed",5,0,FALSE,FALSE,0,0.977000000000004,0,0.980999999999995,5
"test-dp-capsule-source-client-transport.R","dp-capsule-source-client-transport","ACK binding, completion, partial responses and conflicts fail closed",4,0,FALSE,FALSE,0,0.792000000000002,0.00099999999999989,0.797999999999988,4
"test-dp-capsule-source-client-transport.R","dp-capsule-source-client-transport","near-bound bundles stay one response and final output stays redacted",5,0,FALSE,FALSE,0,0.516999999999996,0,0.519999999999996,5
"test-dp-capsule-source-client-transport.R","dp-capsule-source-client-transport","manifest v6 lifecycle and consortium binding are exact",19,0,FALSE,FALSE,0,0.552999999999997,0.0289999999999999,0.594999999999999,19
"test-dp-capsule-source-client-transport.R","dp-capsule-source-client-transport","client validates the signed server-authoritative primitive scope",13,0,FALSE,FALSE,0,0.131999999999991,0.00800000000000001,0.149000000000001,13
"test-dp-capsule-source-client-transport.R","dp-capsule-source-client-transport","source bridge has no legacy status, quota or request-history path",6,0,FALSE,FALSE,0,0.0150000000000006,0,0.0220000000000056,6
"test-dp-capsule-vector-layout.R","dp-capsule-vector-layout","client reconstructs the canonical server coordinate order",8,0,FALSE,FALSE,0,0.012999999999991,0,0.0159999999999911,8
"test-dp-capsule-vector-layout.R","dp-capsule-vector-layout","client rejects ambiguous or mismatched coordinate manifests",5,0,FALSE,FALSE,0,0.0320000000000107,0,0.0349999999999966,5
"test-dp-capsule-vector-layout.R","dp-capsule-vector-layout","client never expands an undeclared categorical pair",3,0,FALSE,FALSE,0,0.0100000000000051,0.00099999999999989,0.01400000000001,3
"test-dp-capsule-vector-layout.R","dp-capsule-vector-layout","only final DP coordinates can be extracted from a layout block",2,0,FALSE,FALSE,0,0.0190000000000055,0.00099999999999989,0.0210000000000008,2
"test-dp-capsule-vector-layout.R","dp-capsule-vector-layout","two-peer vector accuracy uses the exact convolution tail",5,0,FALSE,FALSE,0,0.177000000000007,0.004,0.183999999999997,5
"test-dp-capsule-vector-layout.R","dp-capsule-vector-layout","L2 lattice validation tolerates only binary scale round-off",3,0,FALSE,FALSE,0,0.00800000000000978,0.00099999999999989,0.0120000000000005,3
"test-dp-capsule-vector-layout.R","dp-capsule-vector-layout","one-draw accuracy follows the signed dyadic law and separate TV",6,0,FALSE,FALSE,0,0.230999999999995,0.00100000000000033,0.234999999999999,6
"test-dp-capsule-vector-layout.R","dp-capsule-vector-layout","signed dyadic conversion encloses the exact rational",4012,0,FALSE,FALSE,0,10.823,0.685,13.691,4012
"test-dp-capsule-vector-layout.R","dp-capsule-vector-layout","exact-GC variance is an outward bound on the signed rational law",2,0,FALSE,FALSE,0,0.01400000000001,0,0.0149999999999864,2
"test-dp-capsule-vector-layout.R","dp-capsule-vector-layout","implementation-delta conversion is bounded and outward",16,0,FALSE,FALSE,0,0.11999999999999,0.00200000000000022,0.129999999999995,16
"test-dp-categorical-cross-transport.R","dp-categorical-cross-transport","categorical K=2 through K=4 separates source and compute peers",15,0,FALSE,FALSE,0,0.343999999999994,0.00700000000000012,0.358000000000004,15
"test-dp-categorical-cross-transport.R","dp-categorical-cross-transport","categorical binding fails closed without allocation openings",2,0,FALSE,FALSE,0,0.0720000000000027,0.00099999999999989,0.0730000000000075,2
"test-dp-categorical-cross-transport.R","dp-categorical-cross-transport","categorical uses one fixed exact multiplication per artifact",45,0,FALSE,FALSE,0,0.804000000000002,0.00700000000000012,0.836000000000013,45
"test-dp-categorical-cross-transport.R","dp-categorical-cross-transport","categorical consumes a shared exact session without reopening it",12,0,FALSE,FALSE,0,0.494,0.00499999999999989,0.506,12
"test-dp-categorical-cross-transport.R","dp-categorical-cross-transport","completed categorical result replays and tampering fails closed",5,0,FALSE,FALSE,0,0.161000000000001,0.00199999999999978,0.164999999999992,5
"test-dp-categorical-inference.R","dp-categorical-inference","two-draw sampler agrees with a small brute-force oracle",1,0,FALSE,FALSE,0,0.0550000000000068,0.00600000000000023,0.0620000000000118,1
"test-dp-categorical-inference.R","dp-categorical-inference","one-draw exact-GC sampler agrees with its signed ideal law",2,0,FALSE,FALSE,0,0.0300000000000011,0.00300000000000011,0.0340000000000202,2
"test-dp-categorical-inference.R","dp-categorical-inference","exact-GC categorical inference uses one signed draw",40,0,FALSE,FALSE,0,0.799000000000007,0.0289999999999999,0.84899999999999,40
"test-dp-categorical-inference.R","dp-categorical-inference","table-vector accuracy method text is canonical for every profile",25,0,FALSE,FALSE,0,0.331999999999994,0.00800000000000001,0.406999999999982,25
"test-dp-categorical-inference.R","dp-categorical-inference","the public per-cell clamp is reproduced exactly",1,0,FALSE,FALSE,0,0.00199999999999534,0.00099999999999989,0.00300000000001432,1
"test-dp-categorical-inference.R","dp-categorical-inference","DP-aware inference is deterministic and preserves caller RNG",9,0,FALSE,FALSE,0,0.090999999999994,0,0.09699999999998,9
"test-dp-categorical-inference.R","dp-categorical-inference","the character front door obtains one capsule artifact only",4,0,FALSE,FALSE,0,0.0349999999999966,0,0.0380000000000109,4
"test-dp-categorical-inference.R","dp-categorical-inference","the DP-aware result reports MC and finite-sampler uncertainty",12,0,FALSE,FALSE,0,0.0799999999999983,0,0.0869999999999891,12
"test-dp-categorical-inference.R","dp-categorical-inference","association evidence grows with effective sample size",2,0,FALSE,FALSE,0,0.236999999999995,0.00099999999999989,0.240000000000009,2
"test-dp-categorical-inference.R","dp-categorical-inference","weakly estimable tables return no misleading p-value",5,0,FALSE,FALSE,0,0.00999999999999091,0.00300000000000011,0.0169999999999959,5
"test-dp-categorical-inference.R","dp-categorical-inference","tampered DP artifacts and analyst seed-like inputs are rejected",3,0,FALSE,FALSE,0,0.0160000000000053,0.00100000000000033,0.0190000000000055,3
"test-dp-categorical-inference.R","dp-categorical-inference","same-owner cross routing cannot append ordinary Fisher inference",1,0,FALSE,FALSE,0,0.00499999999999545,0,0.00600000000000023,1
"test-dp-categorical-inference.R","dp-categorical-inference","lowercase and epidemiology front doors reuse one validated release",6,0,FALSE,FALSE,0,0.140999999999991,0,0.14500000000001,6
"test-dp-categorical-inference.R","dp-categorical-inference","DP-aware Fisher reuses one sticky release and preserves RNG",17,0,FALSE,FALSE,0,0.242000000000004,0.00399999999999956,0.257000000000005,17
"test-dp-categorical-inference.R","dp-categorical-inference","Fisher character and lowercase front doors obtain one capsule",4,0,FALSE,FALSE,0,0.0279999999999916,0,0.0300000000000011,4
"test-dp-categorical-inference.R","dp-categorical-inference","conditional latent sampler has the declared exact margins",7,0,FALSE,FALSE,0,0.0240000000000009,0.00499999999999989,0.0330000000000155,7
"test-dp-categorical-inference.R","dp-categorical-inference","DP-aware conditional test separates a strong association",5,0,FALSE,FALSE,0,0.344000000000008,0.00300000000000011,0.349000000000018,5
"test-dp-categorical-inference.R","dp-categorical-inference","conditional calibration has reasonable null behavior",2,0,FALSE,FALSE,0,0.838999999999999,0.00600000000000023,0.84699999999998,2
"test-dp-categorical-inference.R","dp-categorical-inference","Fisher fails honestly for unsupported or degenerate contracts",8,0,FALSE,FALSE,0,0.0300000000000011,0.00199999999999978,0.0370000000000061,8
"test-dp-categorical-inference.R","dp-categorical-inference","Fisher rejects tampering and has no legacy exact release route",5,0,FALSE,FALSE,0,0.0229999999999961,0.00100000000000033,0.0260000000000105,5
"test-dp-client-contract.R","dp-client-contract","exported DP methods cannot reach retired DP endpoints",2,0,FALSE,FALSE,0,36.915,0.093,37.015,2
"test-dp-client-contract.R","dp-client-contract","retired local schema-6 validators are absent",1,0,FALSE,FALSE,0,0.00300000000001432,0,0.0029999999999859,1
"test-dp-client-contract.R","dp-client-contract","DP calibration uses fixed per-capsule privacy parameters",58,0,FALSE,FALSE,0,0.520999999999987,0.0259999999999998,0.570999999999998,58
"test-dp-client-contract.R","dp-client-contract","calibration has no operation-history input or accuracy schedule",9,0,FALSE,FALSE,0,0.307000000000016,0.00099999999999989,0.311999999999983,9
"test-dp-client-contract.R","dp-client-contract","random calibrations never present a preview as deployed selection",1,0,FALSE,FALSE,0,0.0769999999999982,0,0.0770000000000266,1
"test-dp-client-contract.R","dp-client-contract","postprocessed count boxes cover all bounded integer noise draws",1,0,FALSE,FALSE,0,0.0859999999999843,0,0.0860000000000127,1
"test-dp-cor-pca.R","dp-cor-pca","pairwise DP correlation uses one no-lifetime Synopsis for K=2,3,5",108,0,FALSE,FALSE,0,0.668999999999983,0.0180000000000002,0.722000000000008,108
"test-dp-cor-pca.R","dp-cor-pca","same Synopsis permits flexible signed subsets without a new release",4,0,FALSE,FALSE,0,0.0300000000000011,0.00099999999999989,0.0320000000000107,4
"test-dp-cor-pca.R","dp-cor-pca","pairwise DP correlation replay is byte-identical",3,0,FALSE,FALSE,0,0.0320000000000107,0,0.0330000000000155,3
"test-dp-cor-pca.R","dp-cor-pca","pairwise DP correlation rejects detached hashes before postprocess",14,0,FALSE,FALSE,0,0.0699999999999932,0,0.078000000000003,14
"test-dp-cor-pca.R","dp-cor-pca","explicit pairwise correlation preserves the signed L2 plan",10,0,FALSE,FALSE,0,0.0409999999999968,0.00200000000000022,0.046999999999997,10
"test-dp-cor-pca.R","dp-cor-pca","complete-case correlation matches the central joint oracle",15,0,FALSE,FALSE,0,0.0390000000000157,0,0.0440000000000111,15
"test-dp-cor-pca.R","dp-cor-pca","correlation interval arithmetic rounds outward",2,0,FALSE,FALSE,0,0.00499999999999545,0,0.007000000000005,2
"test-dp-cor-pca.R","dp-cor-pca","complete-case correlation requires signed intercept sums",3,0,FALSE,FALSE,0,0.210999999999984,0,0.212999999999994,3
"test-dp-cor-pca.R","dp-cor-pca","cross-owner complete-case Cor is quarantined for K2 and K3",2,0,FALSE,FALSE,0,0.0529999999999973,0.00099999999999989,0.0550000000000068,2
"test-dp-cor-pca.R","dp-cor-pca","cross-owner requests fail before any capsule or legacy call",3,0,FALSE,FALSE,0,0.0269999999999868,0,0.0289999999999964,3
"test-dp-cor-pca.R","dp-cor-pca","ds.vertCor front door uses Gaussian and never pairwise fallback",3,0,FALSE,FALSE,0,0.01400000000001,0.00099999999999989,0.0159999999999911,3
"test-dp-cor-pca.R","dp-cor-pca","PCA is zero-cost post-processing with honest eigengap diagnostics",30,0,FALSE,FALSE,0,0.149000000000001,0.00499999999999989,0.164999999999992,30
"test-dp-cor-pca.R","dp-cor-pca","direct PCA front door performs exactly one Synopsis read",7,0,FALSE,FALSE,0,0.233000000000004,0,0.23599999999999,7
"test-dp-cor-pca.R","dp-cor-pca","pairwise denominator validation never invents a correlation",1,0,FALSE,FALSE,0,0.0159999999999911,0,0.0159999999999911,1
"test-dp-cor-pca.R","dp-cor-pca","correlation rejects altered signed pair semantics",1,0,FALSE,FALSE,0,0.0190000000000055,0,0.0200000000000102,1
"test-dp-cor-pca.R","dp-cor-pca","pairwise DP correlation rejects missing and ambiguous blocks",2,0,FALSE,FALSE,0,0.0220000000000198,0.00100000000000033,0.0240000000000009,2
"test-dp-cor-pca.R","dp-cor-pca","correlation and PCA front doors cannot reach legacy endpoints",14,0,FALSE,FALSE,0,7.898,0.0819999999999999,8.22999999999999,14
"test-dp-core-vector-methods.R","dp-core-vector-methods","legacy Count validator is explicit-test-only",20,0,FALSE,FALSE,0,0.109000000000009,0,0.115000000000009,20
"test-dp-core-vector-methods.R","dp-core-vector-methods","DP Count reads a signed durable Synopsis at K=2, K=3, and K=5",84,0,FALSE,FALSE,0,0.293000000000006,0.012,0.337000000000018,84
"test-dp-core-vector-methods.R","dp-core-vector-methods","DP contingency respects signed column-major orientation",26,0,FALSE,FALSE,0,0.113999999999976,0.004,0.129999999999995,26
